doc_id,ocr_tokens,correct_tokens,labels
56,mlnutes,minutes,1
56,of,of,0
56,such,such,0
56,meetlngs.,meetings.,1
56,He,He,0
56,shall,shall,0
56,notlfy,notify,1
56,tne,tne,0
56,Offlcers,Officers,1
56,and,and,0
56,Dlrectors,Directors,1
56,and,and,0
56,members,members,0
56,of,of,0
56,the,the,0
56,Assoclatlon,Association,1
56,of,of,0
56,thelr,their,1
56,"electlon,","election,",1
56,and,and,0
56,commlttee,committee,1
56,members,members,0
56,of,of,0
56,thelr,their,1
56,appolntment.,appointment.,1
56,I,I,0
56,I,I,0
56,an,an,0
56,actlng,acting,1
56,SeeFetairiyiTreasurer?,SeeFeta-r-y-Treasurer?,1
56,Secretary,Secretary,0
56,or,or,0
56,Treasurer.,Treasurer.,0
56,Artlcle,Article,1
56,v1,VI,1
56,*Sectlon,-Section,1
56,9.,9.,0
56,OFFICERS,OFFICERS,0
56,Compensatlon,Compensation,1
56,of,of,0
56,Offlcers,Officers,1
56,lsecond,iSecond,1
56,sentencey,sentence),1
56,Artlcle,Article,1
56,v11,VII,1
56,77,--,1
56,MEETINGS,MEETINGS,0
56,Sectlon,Section,1
56,1.,1.,0
56,Annual,Annual,0
56,Meetlng,Meeting,1
56,The,The,0
56,Annual,Annual,0
56,Meetlng,Meeting,1
56,of,of,0
56,members,members,0
56,of,of,0
56,the,the,0
56,Assoclatlon,Association,1
56,for,for,0
56,the,the,0
56,electlon,election,1
56,of,of,0
56,Dlrectors,Directors,1
56,and,and,0
56,other,other,0
56,"purposes,","purposes,",0
56,shall,shall,0
56,.e,be,1
56,held,held,0
56,duri,dur­,1
56,CMA,CMA,0
56,037513,037613,1
56,"August,","August,",0
56,"September,","September,",0
56,October,October,0
56,1979,1978,1
56,Introductlon,Introduction,1
56,the,the,0
56,chemlcal,chemical,1
56,1ndustry.,industry.,1
56,The,The,0
56,Natlonal,National,1
56,Energy,Energy,0
56,"Program,","Program,",0
56,of,of,0
56,"course,","course,",0
56,But,But,0
56,and,and,0
56,the,the,0
56,1ndustry.,industry.,1
56,They,They,0
56,were,were,0
56,treated,treated,0
56,extenslvely,extensively,1
56,1n,in,1
56,3,a,1
56,speclal,special,1
56,"News,","News,",0
56,but,but,0
56,thelr,their,1
56,names,names,0
56,bear,bear,0
56,repeatlng,repeating,1
56,hex“.,here:,1
56,Sectlon,Section,1
56,"311,","311,",0
56,all,all,0
56,staff,staff,0
56,members.,members.,0
56,1:,It,1
56,15,is,1
56,thls,this,1
56,klnd,kind,1
56,of,of,0
56,"cooperatlon,","cooperation,",1
56,thls,this,1
56,Vocacy,vocacy,1
56,role,role,0
56,MCA,MCA,0
56,has,has,0
56,begun,begun,0
56,to,to,0
56,play.,play.,0
56,The,The,0
56,Resource,Resource,0
56,coni,con­,1
56,entatlon,entation,1
56,plans,plans,0
56,on,on,0
56,alr,air,1
56,"pollutlon,","pollution,",1
56,product,product,0
56,liability,liability,0
56,leglslatlon.,legislation.,1
56,And,And,0
56,more.,more.,0
56,tasks,tasks,0
56,faclng,facing,1
56,them.,them.,0
56,EDWARD,EDWARD,0
56,DDNLEY,DONLEY,1
56,CMA,CMA,0
56,037514,037614,1
56,CHEMICAL,CHEMICAL,0
56,REGULATIONS,REGULATIONS,0
56,ADV,ADVISORY,1
56,sony,COMMITTEE.,1
56,to,to,0
56,make,make,0
56,clear,clear,0
56,to,to,0
56,EPA,EPA,0
56,t,that,1
56,—:,overly,1
56,overly,strict,1
56,strlct,rules,1
56,rules,under,1
56,under,section,1
56,sectlon,5,1
56,the,the,0
56,statutory,statutory,0
56,need,need,0
56,:-,to,1
56,establlsh,establish,1
56,that,that,0
56,there,there,0
56,15,is,1
56,no,no,0
56,unreasonable,unreasonable,0
56,rlsk.,risk.,1
56,development,development,0
56,pr-cess,process,1
56,and,and,0
56,to,to,0
56,1mpact,impact,1
56,Congress,Congress,0
56,for,for,0
56,regulatory,regulatory,0
56,reform.,reform.,0
56,developed,developed,0
56,and,and,0
56,pretested,pretested,0
56,on,on,0
56,a,a,0
56,small,small,0
56,group,group,0
56,of,of,0
56,member,member,0
56,companles.,companies.,1
56,MCA,MCA,0
56,1:,is,1
56,askl,asking,1
56,.,appropriate,1
56,approprlate,member,1
56,member,companies,1
56,other,other,0
56,par,parties,1
56,1a:,to,1
56,to,the,1
56,the,proceeding,1
56,proceedlng,seems,1
56,seems,certain.,1
56,1ncre.se,increase,1
56,costs,costs,0
56,by,by,0
56,25,25,0
56,percent.,percent.,0
56,a,a,0
56,svatement,statement,1
56,contendlng,contending,1
56,that,that,0
56,the,the,0
56,r511,rail,1
56,rates,rates,0
56,on,on,0
56,51x,six,1
56,chemlcal,chemical,1
56,product,product,0
56,gr-,groups,1
56,p5,were,1
56,were,already,1
56,already,too,1
56,too,high.,1
56,m-nt,ment,1
56,on,on,0
56,future,future,0
56,rallroad,railroad,1
56,freight,freight,0
56,rate,rate,0
56,1ncrease,increase,1
56,proposals,proposals,0
56,that,that,0
56,would,would,0
56,The,The,0
56,latest,latest,0
56,energy,energy,0
56,conservatlon,conservation,1
57,Exhlblt,Exhibit,1
57,F,F,0
57,MCA,MCA,0
57,Government,Government,0
57,Relatlons,Relations,1
57,Commlttee,Committee,1
57,Report,Report,0
57,to,to,0
57,the,the,0
57,Board,Board,0
57,of,of,0
57,Dlrectors,Directors,1
57,February,February,0
57,"a,","8,",1
57,1977,1977,0
57,be,be,0
57,nor,nor,0
57,as,as,0
57,1nfluentlal,influential,1
57,as,as,0
57,we,we,0
57,must,must,0
57,be,be,0
57,15,if,1
57,any,any,0
57,Vlable,viable,1
57,form,form,0
57,of,of,0
57,prlvate,private,1
57,enterprlse,enterprise,1
57,15,is,1
57,to,to,0
57,be,be,0
57,preserved,preserved,0
57,1n,in,1
57,thls,this,1
57,country.,country.,0
57,of,of,0
57,Congress,Congress,0
57,who,who,0
57,wore,wore,0
57,elther,either,1
57,a,a,0
57,Republlcan,Republican,1
57,or,or,0
57,Southern,Southern,0
57,Demoi,Demo­,1
57,crat,crat,0
57,label.,label.,0
57,But,But,0
57,that,that,0
57,15,is,1
57,no,no,0
57,longer,longer,0
57,the,the,0
57,case.,case.,0
57,What,What,0
57,happened?,happened?,0
57,When,When,0
57,I,I,0
57,flrst,first,1
57,came,came,0
57,to,to,0
57,Washlngton,Washington,1
57,1n,in,1
57,1959,1959,0
57,one,one,0
57,of,of,0
57,the,the,0
57,Id,Id,0
57,school,school,0
57,Southern,Southern,0
57,Democrat,Democrat,0
57,and,and,0
57,head,head,0
57,of,of,0
57,the,the,0
57,then,then,0
57,allpowerful,allpowerful,0
57,House,House,0
57,Rules,Rules,0
57,Commlttee.,Committee.,1
57,If,If,0
57,he,he,0
57,declded,decided,1
57,he,he,0
57,dldn't,didn't,1
57,1:,it,1
57,to,to,0
57,go,go,0
57,to,to,0
57,the,the,0
57,House,House,0
57,"floor,","floor,",0
57,15,if,1
57,the,the,0
57,pressure,pressure,0
57,got,got,0
57,too,too,0
57,I'm,I'm,0
57,not,not,0
57,saylng,saying,1
57,thls,this,1
57,was,was,0
57,the,the,0
57,rlght,right,1
57,way,way,0
57,to,to,0
57,run,run,0
57,the,the,0
57,government.,government.,0
57,1nfluence,influence,1
57,1n,in,1
57,Congress,Congress,0
57,than,than,0
57,we,we,0
57,have,have,0
57,today.,today.,0
57,But,But,0
57,that,that,0
57,day,day,0
57,more,more,0
57,than,than,0
57,a,a,0
57,decade,decade,0
57,"ago,","ago,",0
57,and,and,0
57,for,for,0
57,a,a,0
57,Varlety,variety,1
57,of,of,0
57,other,other,0
57,reasons.,reasons.,0
57,For,For,0
57,"example,","example,",0
57,the,the,0
57,polltlclzlng,politicizing,1
57,of,of,0
57,labor,labor,0
57,unlons,unions,1
57,was,was,0
57,another,another,0
57,contrlbutlng,contributing,1
57,factor.,factor.,0
57,llshment,lishment,1
57,of,of,0
57,the,the,0
57,Commlttee,Committee,1
57,on,on,0
57,Polltlcal,Political,1
57,Educatlon.,"Education,",1
57,labor,labor,0
57,that,that,0
57,1:,it,1
57,could,could,0
57,wln,win,1
57,1n,in,1
57,state,state,0
57,leglslatures,legislatures,1
57,and,and,0
57,the,the,0
57,Congress,Congress,0
57,what,what,0
57,1:,it,1
57,could,could,0
57,not,not,0
57,wln,win,1
57,at,at,0
57,the,the,0
57,bargalnlng,bargaining,1
57,table.,table.,0
57,Labor,Labor,0
57,money,money,0
57,and,and,0
57,labor,labor,0
57,manpower,manpower,0
57,are,are,0
57,now,now,0
57,major,major,0
57,factors,factors,0
57,1n,in,1
57,congre57,congres­,1
57,slonal,sional,1
57,electlon,election,1
57,campalgns.,campaigns.,1
57,And,And,0
57,Labor's,labor's,1
57,lobbylng,lobbying,1
57,muscle,muscle,0
57,slde.,side.,1
57,I,I,0
57,Televlslon,Television,1
57,15,is,1
57,another,another,0
57,factor,factor,0
57,that,that,0
57,has,has,0
57,changed,changed,0
57,the,the,0
57,process,process,0
57,of,of,0
57,selectlng,selecting,1
57,and,and,0
57,1nfluenc1ng,influencing,1
57,Members,Members,0
57,of,of,0
57,congress.,congress.,0
57,The,The,0
57,medlum,medium,1
57,puts,puts,0
57,a,a,0
57,premlum,premium,1
57,on,on,0
57,an,an,0
57,appearance,appearance,0
57,of,of,0
57,"freshness,","freshness,",0
57,c,f,1
57,youthful,youthful,0
57,Vigor,vigor,1
57,and,and,0
57,"Vitality,","vitality,",1
57,and,and,0
57,on,on,0
57,the,the,0
57,ability,ability,0
57,to,to,0
57,artlculate,articulate,1
57,1deas.,ideas.,1
57,Furth,Furth,0
57,"rmorE,","rmore,",1
57,the,the,0
57,wlde,wide,1
57,exposure,exposure,0
57,TV,TV,0
57,gives,gives,0
57,Another,Another,0
57,and,and,0
57,more,more,0
57,recent,recent,0
57,development,development,0
57,has,has,0
57,been,been,0
57,the,the,0
57,rlse,rise,1
57,of,of,0
57,publlc,public,1
57,1nterest,interest,1
57,groups.,groups.,0
57,They,They,0
57,are,are,0
57,dedlcated,dedicated,1
57,and,and,0
57,per*,per­,1
57,severlng.,severing.,1
57,A,A,0
57,Member,Member,0
57,of,of,0
57,Congress,Congress,0
57,must,must,0
57,be,be,0
57,responslve,responsive,1
57,to,to,0
57,thelr,their,1
57,pressures,pressures,0
57,or,or,0
57,else,else,0
57,he'll,he'll,0
57,61nd,find,1
57,hlmself,himself,1
57,faclng,facing,1
57,more,more,0
57,competltlon,competition,1
57,for,for,0
57,his,his,0
57,seat,seat,0
57,1n,in,1
57,the,the,0
57,next,next,0
57,prlmary,primary,1
57,and,and,0
57,general,general,0
57,electlons.,elections.,1
57,Buslness,Business,1
57,has,has,0
57,not,not,0
57,been,been,0
57,totally,totally,0
57,unresponslve,unresponsive,1
57,to,to,0
57,these,these,0
57,conveyed,conveyed,0
57,to,to,0
57,Congress,Congress,0
57,and,and,0
57,the,the,0
57,Admlnlstratlon.,Administration.,1
57,At,At,0
57,the,the,0
57,"developed,","developed,",0
57,by,by,0
57,a,a,0
57,relatlve,relative,1
57,handful,handful,0
57,of,of,0
57,"companles,","companies,",1
57,1,1,0
57,must,must,0
57,"add,","add,",0
57,there,there,0
57,was,was,0
57,a,a,0
57,parallel,parallel,0
57,development,development,0
57,of,of,0
57,the,the,0
57,trade,trade,0
57,assoclatlon,association,1
57,as,as,0
57,an,an,0
57,1nstrument,instrument,1
57,for,for,0
57,communlcatlng,communicating,1
57,Hlth,with,1
57,government.,government.,0
57,In,In,0
57,the,the,0
57,last,last,0
57,two,two,0
57,"decades,","decades,",0
57,trade,trade,0
57,assoclatlons,associations,1
57,have,have,0
57,become,become,0
57,as,as,0
57,much,much,0
57,a,a,0
57,Washlngton,Washington,1
57,growth,growth,0
57,phenomenon,phenomenon,0
57,as,as,0
57,government,government,0
57,1tself.,itself.,1
57,And,And,0
57,"flnally,","finally,",1
57,Within,within,1
57,the,the,0
57,last,last,0
57,few,few,0
57,years,years,0
57,we,we,0
57,have,have,0
57,even,even,0
57,lobbylng,lobbying,1
57,where,where,0
57,an,an,0
57,lssue,issue,1
57,was,was,0
57,of,of,0
57,such,such,0
57,paramount,paramount,0
57,unportance,importance,1
57,to,to,0
57,the,the,0
57,cozporatlon,corporation,1
57,that,that,0
57,1:,it,1
57,merlted,merited,1
57,his,his,0
57,personal,personal,0
57,attentlon.,attention.,1
57,Th1:,This,1
57,technlque,technique,1
57,became,became,0
57,so,so,0
57,"unportant,","important,",1
57,1n,in,1
57,"fact,","fact,",0
57,that,that,0
57,the,the,0
57,Buslness,Business,1
57,Roundtable,Roundtable,0
57,was,was,0
57,conned,formed,1
57,expressly,expressly,0
57,to,to,0
57,assure,assure,0
57,organlzed,organized,1
57,But,But,0
57,the,the,0
57,Washlngton,Washington,1
57,corporate,corporate,0
57,offlce,office,1
57,and,and,0
57,the,the,0
57,trade,trade,0
57,responslve,responsive,1
57,to,to,0
57,today's,today's,0
57,need.,need.,0
57,Many,Many,0
57,Members,Members,0
57,of,of,0
57,Congress,Congress,0
57,are,are,0
57,candld,candid,1
57,1n,in,1
57,saylng,saying,1
57,thls,this,1
57,to,to,0
57,your,your,0
57,Washlngton,Washington,1
57,corporate,corporate,0
57,representatlve.,representative.,1
57,Members,Members,0
57,of,of,0
57,Congress,Congress,0
57,are,are,0
57,telllng,telling,1
57,us,us,0
57,that,that,0
57,oplnlons,opinions,1
57,from,from,0
57,the,the,0
57,corporate,corporate,0
57,board,board,0
57,room,room,0
57,no,no,0
57,longer,longer,0
57,carry,carry,0
57,the,the,0
57,welght,weight,1
57,they,they,0
57,once,once,0
57,dld.,did.,1
57,In,In,0
57,the,the,0
57,Vernacular,vernacular,1
57,of,of,0
57,Capltol,Capitol,1
57,"3111,","Hill,",1
57,they,they,0
57,ask,ask,0
57,"""How","""How",0
57,many,many,0
57,Votes,votes,1
57,have,have,0
57,you,you,0
57,"got?""","got?""",0
57,:15,tis,1
57,the,the,0
57,endiall,end-all,1
57,and,and,0
57,berall.,"be-all,",1
57,1n,in,1
57,the,the,0
57,same,same,0
57,manner,manner,0
57,as,as,0
57,15,is,1
57,to,to,0
57,you,you,0
57,the,the,0
57,bottom,bottom,0
57,llne,line,1
57,on,on,0
57,your,your,0
57,corporate,corporate,0
57,flnanclal,financial,1
57,statement.,statement.,0
57,I,I,0
57,How,How,0
57,do,do,0
57,we,we,0
57,get,get,0
57,a,a,0
57,grassroots,grassroots,0
57,Volce,voice,1
57,on,on,0
57,Capltol,Capitol,1
57,3111?,Hill?,1
57,"First,","First,",0
57,we,we,0
57,give,give,0
57,our,our,0
57,employees,employees,0
57,an,an,0
57,understandlng,understanding,1
57,of,of,0
57,governmental,governmental,0
57,cllmate,climate,1
57,that,that,0
57,must,must,0
57,exlst,exist,1
57,for,for,0
57,preservatlon,preservation,1
57,of,of,0
57,prlvate,private,1
57,enterprise;,enterprise#,1
57,and,and,0
57,an,an,0
57,understandlng,understanding,1
57,of,of,0
57,how,how,0
57,thelr,their,1
57,personal,personal,0
57,welfare,welfare,0
57,relates,relates,0
57,to,to,0
57,that,that,0
57,of,of,0
57,the,the,0
57,corporatlon.,corporation.,1
57,Lest,Lest,0
57,anyone,anyone,0
57,assume,assume,0
57,that,that,0
57,thls,this,1
57,15,is,1
57,not,not,0
57,a,a,0
57,bonaflde,bonafide,1
57,need;,need#,1
57,I,I,0
57,quote,quote,0
57,from,from,0
57,the,the,0
57,January,January,0
57,lssue,issue,1
57,of,of,0
57,The,The,0
57,Conference,Conference,0
57,Board,Board,0
57,mlsunderstand,misunderstand,1
57,the,the,0
57,relatlonshlps,relationships,1
57,between,between,0
57,prices,prices,0
57,and,and,0
57,costs,costs,0
57,and,and,0
57,between,between,0
57,real,real,0
57,"wages',","wages',",0
57,productlvlty,productivity,1
57,and,and,0
57,capltal,capital,1
57,1nvesti,invest­,1
57,ment;,ment;,0
57,they,they,0
57,overestlmate,overestimate,1
57,the,the,0
57,level,level,0
57,of,of,0
57,corporate,corporate,0
57,proflt,profit,1
57,who,who,0
57,pays,pays,0
57,the,the,0
57,corporate,corporate,0
57,1ncome,income,1
57,"tax.""","tax.""",0
57,If,If,0
57,we,we,0
57,help,help,0
57,our,our,0
57,employees,employees,0
57,understand,understand,0
57,these,these,0
57,things;,things#,1
57,then,then,0
57,they,they,0
57,will,will,0
57,see,see,0
57,that,that,0
57,thelr,their,1
57,Congresslonal,Congressional,1
57,representatlves,representatives,1
57,understand,understand,0
57,them.,them.,0
57,ducatlon,ducation,1
57,as,as,0
57,he,he,0
57,15,is,1
57,of,of,0
57,belng,being,1
57,1nformed,informed,1
57,about,about,0
57,how,how,0
57,prospectlve,prospective,1
57,government,government,0
57,actlons,actions,1
57,will,will,0
57,affect,affect,0
57,the,the,0
57,return,return,0
57,on,on,0
57,his,his,0
57,1nvestment.,investment.,1
57,will,will,0
57,take,take,0
57,care,care,0
57,of,of,0
57,1tself.,itself.,1
57,November.,November.,0
57,communlty,community,1
57,posltlon,position,1
57,on,on,0
57,lssues,issues,1
57,about,about,0
57,an,80,1
57,percent,percent,0
57,of,of,0
57,the,the,0
57,tune.,time.,1
57,Vote,vote,1
57,ratlng.,rating.,1
57,met,met,0
57,Hlth,with,1
57,the,the,0
57,Callfornla,California,1
57,congresslonal,congressional,1
57,delegatlon,delegation,1
57,to,to,0
57,express,express,0
57,1::,its,1
57,Vlews,views,1
57,on,on,0
57,then,then,0
57,pendlng,pending,1
57,leglslatlon.,legislation.,1
57,Afterwards;,Afterwards#,1
57,Mr.,Mr.,0
57,Let,Let,0
57,me,me,0
57,quote,quote,0
57,from,from,0
57,that,that,0
57,letter:,letter:,0
57,"""A5","""As",1
57,representatlves,representatives,1
57,of,of,0
57,the,the,0
57,people;,people#,1
57,w,w,0
57,cannot,cannot,0
57,(1n,(in,1
57,3,a,1
57,practlcal,practical,1
57,or,or,0
57,polltlcal,political,1
57,sensey,sense),1
57,support,support,0
57,an,an,0
57,issue;,issue#,1
57,or,or,0
57,3,a,1
57,we,we,0
57,dlrectly,directly,1
57,represent.,represent.,0
57,We,We,0
57,need,need,0
57,support,support,0
57,as,as,0
57,you,you,0
57,need,need,0
57,a,a,0
57,market.,market.,0
57,Your,Your,0
57,31m,aim,1
57,must,must,0
57,be,be,0
57,'the,'the,0
57,people“.,people*.,1
57,There,There,0
57,15,is,1
57,no,no,0
57,easy,easy,0
57,way,way,0
57,to,to,0
57,leapfrog,leapfrog,0
57,them,them,0
57,to,to,0
57,persuade,persuade,0
57,a,a,0
57,group,group,0
57,of,of,0
57,leg?,leg­,1
57,lslators.,islators.,1
57,Vour,vour,1
57,1nvestors,investors,1
57,who,who,0
57,are,are,0
57,our,our,0
57,constltuents.,constituents.,1
57,They,They,0
57,pack,pack,0
57,the,the,0
57,polltlcal,political,1
57,clout.,clout.,0
57,They,They,0
57,can,can,0
57,be,be,0
57,moblllzed;,mobilized;,1
57,wlthout,without,1
57,Vour,vour,1
57,help.,help.,0
57,perhaps,perhaps,0
57,one,one,0
57,of,of,0
57,your,your,0
57,unlon,union,1
57,leaders,leaders,0
57,should,should,0
57,have,have,0
57,One,One,0
57,unlon,union,1
57,leader,leader,0
57,would,would,0
57,have,have,0
57,was,was,0
57,echoed,echoed,0
57,by,by,0
57,Rep.,Rep.,0
57,Barber,Barber,0
57,conable,conable,0
57,of,of,0
57,New,New,0
57,"York,","York,",0
57,one,one,0
57,of,of,0
57,the,the,0
57,brlghtest,brightest,1
57,and,and,0
57,most,most,0
57,capable,capable,0
57,members,members,0
57,of,of,0
57,the,the,0
57,"House,","House,",0
57,when,when,0
57,he,he,0
57,spoke,spoke,0
57,not,not,0
57,long,long,0
57,ago,ago,0
57,to,to,0
57,a,a,0
57,group,group,0
57,of,of,0
57,Pflzer,Pfizer,1
57,management,management,0
57,personnel;,personnel;,0
57,He,He,0
57,counselled,counselled,0
57,Pflzer,Pfizer,1
57,to,to,0
57,talk,talk,0
57,to,to,0
57,1:5,its,1
57,own,own,0
57,people,people,0
57,so,so,0
57,that,that,0
57,they,they,0
57,would,would,0
57,understand,understand,0
57,why,why,0
57,Mr.,Mr.,0
57,conable,conable,0
57,takes,takes,0
57,the,the,0
57,posltlons,positions,1
57,he,he,0
57,does:,"does,",1
57,wlthout,without,1
57,such,such,0
57,"backup,","backup,",0
57,Mr.,Mr.,0
57,conable,conable,0
57,15,is,1
57,Vulnerable.,vulnerable.,1
57,Mr.,Mr.,0
57,Talcott's,Talcott's,0
57,reference,reference,0
57,to,to,0
57,a,a,0
57,unlon,union,1
57,leader,leader,0
57,doesn't,doesn't,0
57,mean,mean,0
57,1:,It,1
57,Simply,simply,1
57,means,means,0
57,that,that,0
57,from,from,0
57,a,a,0
57,congressman's,congressman's,0
57,"perceptlon,","perception,",1
57,unlon,union,1
57,spokesmen,spokesmen,0
57,presently,presently,0
57,represent,represent,0
57,more,more,0
57,Votes,votes,1
57,than,than,0
57,we,we,0
57,do.,do.,0
57,That,That,0
57,perceptlon,perception,1
57,15,is,1
57,certalnly,certainly,1
57,true,true,0
57,1n,in,1
57,Mr.,Mr.,0
57,Talcott's,Talcott's,0
57,case.,case.,0
57,He's,He's,0
57,no,no,0
57,longer,longer,0
57,1n,in,1
57,"Congress,","Congress,",0
57,thanks,thanks,0
57,to,to,0
57,labor,labor,0
57,unlon,union,1
57,and,and,0
57,envlronmentallst,environmentalist,1
57,polltlcal,political,1
57,clout.,clout.,0
57,Bryce,Bryce,0
57,Harlow.,"Harlow,",1
57,counsellor,counsellor,0
57,to,to,0
57,Presldents,Presidents,1
57,and,and,0
57,Procter,Procter,0
57,&,&,0
57,Gamble's,Gamble's,0
57,Washlngton,Washington,1
57,"representatlve,","representative,",1
57,has,has,0
57,an,an,0
57,1nterest1ng,interesting,1
57,concept,concept,0
57,of,of,0
57,thls,this,1
57,matter,matter,0
57,of,of,0
57,perceptlons.,perceptions.,1
57,He,He,0
57,says,says,0
57,that,that,0
57,when,when,0
57,a,a,0
57,polltlclan,politician,1
57,looks,looks,0
57,at,at,0
57,you,you,0
57,as,as,0
57,a,a,0
57,company,company,0
57,"executlve,","executive,",1
57,or,or,0
57,me,me,0
57,as,as,0
57,a,a,0
57,Washlngton,Washington,1
57,"representatlve,","representative,",1
57,or,or,0
57,at,at,0
57,"MCA,","MCA,",0
57,he,he,0
57,looks,looks,0
57,through,through,0
57,He,He,0
57,wants,wants,0
57,to,to,0
57,see,see,0
57,what,what,0
57,15,is,1
57,Too,Too,0
57,often.,"often,",1
57,the,the,0
57,polltlclan,politician,1
57,sees,sees,0
57,nothlng,nothing,1
57,behlnd,behind,1
57,us,us,0
57,"and,","and,",0
57,when,when,0
57,he,he,0
57,does.,"does,",1
57,he,he,0
57,knows,knows,0
57,he,he,0
57,can,can,0
57,1gnore,ignore,1
57,our,our,0
57,Vlews.,views.,1
57,5d,Sd,1
57,much,much,0
57,then,then,0
57,for,for,0
57,the,the,0
57,need,need,0
57,for,for,0
57,grassroots,grassroots,0
57,support,support,0
57,15,if,1
57,our,our,0
57,posltlons,positions,1
57,are,are,0
57,to,to,0
57,prevall,prevail,1
57,1n,in,1
57,Washlngton.,Washington.,1
57,1:,It,1
57,15,is,1
57,not,not,0
57,my,my,0
57,1ntent,intent,1
57,nor,nor,0
57,have,have,0
57,we,we,0
57,tune,time,1
57,for,for,0
57,the,the,0
57,mechanlcs,mechanics,1
57,of,of,0
57,how,how,0
57,thls,this,1
57,Will,will,1
57,be,be,0
57,accompllshed.,accomplished.,1
57,Except,Except,0
57,that,that,0
57,1:,it,1
57,Will,will,1
57,not,not,0
57,be,be,0
57,done,done,0
57,by,by,0
57,sllck,slick,1
57,PR,PR,0
57,tech?,tech­,1
57,nlques,niques,1
57,nor,nor,0
57,by,by,0
57,writing,writing,0
57,a,a,0
57,check,check,0
57,once,once,0
57,a,a,0
57,year,year,0
57,to,to,0
57,some,some,0
57,organlzai,organiza­,1
57,tlon,tion,1
57,that,that,0
57,promlses,promises,1
57,you,you,0
57,1:,it,1
57,can,can,0
57,"""educate","""educate",0
57,the,the,0
57,Amerlcan,American,1
57,publlc,public,1
57,about,about,0
57,free,free,0
57,"enterprlse"".","enterprise"".",1
57,Now,Now,0
57,let,let,0
57,me,me,0
57,shlft,shift,1
57,focus,focus,0
57,to,to,0
57,another,another,0
57,"subject,","subject,",0
57,but,but,0
57,whlch,which,1
57,15,is,1
57,related,related,0
57,to,to,0
57,all,all,0
57,that,that,0
57,1~ve,l*ve,1
57,531d,said,1
57,so,so,0
57,far.,far.,0
57,llke,like,1
57,one,one,0
57,slde,side,1
57,Buslness,Business,1
57,cannot,cannot,0
57,be,be,0
57,"persuaslve,","persuasive,",1
57,elther,either,1
57,to,to,0
57,1:5,its,1
57,own,own,0
57,employees,employees,0
57,or,or,0
57,to,to,0
57,"Congress,","congress,",1
57,15,if,1
57,1:,it,1
57,lacks,lacks,0
57,credlblllty.,credibility.,1
57,such,such,0
57,thlngs,things,1
57,as,as,0
57,price,price,0
57,"flxlng,","fixing,",1
57,"brlbery,","bribery,",1
57,and,and,0
57,envlronmental,environmental,1
57,1nc1dents.,incidents.,1
57,I,I,0
57,do,do,0
57,not,not,0
57,belleve,believe,1
57,that.,"that,",1
57,except,except,0
57,for,for,0
57,a,a,0
57,few,few,0
57,amoral,amoral,0
57,condone,condone,0
57,breaklng,breaking,1
57,the,the,0
57,law.,law.,0
57,Rather.,"Rather,",1
57,these,these,0
57,thlngs,things,1
57,happen,happen,0
57,because,because,0
57,not,not,0
57,enough,enough,0
57,attentlon,attention,1
57,15,is,1
57,paid,paid,0
57,to,to,0
57,establlshlng,establishing,1
57,controls,controls,0
57,that,that,0
57,will,will,0
57,prevent,prevent,0
57,them.,them.,0
57,And,And,0
57,so,so,0
57,I,I,0
57,make,make,0
57,thls,this,1
57,suggestlon:,suggestion:,1
57,that,that,0
57,every,every,0
57,company,company,0
57,have,have,0
57,a,a,0
57,system,system,0
57,of,of,0
57,1nternal,internal,1
57,"""audltlng""","""auditing""",1
57,whlch,which,1
57,has,has,0
57,the,the,0
57,express,express,0
57,purpose,purpose,0
57,of,of,0
57,1dentlfy1ng,identifying,1
57,for,for,0
57,management,management,0
57,potentlal,potential,1
57,problem,problem,0
57,areas,areas,0
57,Hlthln,within,1
57,the,the,0
57,corporatlon.,corporation.,1
57,x:,Xt,1
57,15,is,1
57,my,my,0
57,bellef,belief,1
57,that,that,0
57,somewhere,somewhere,0
57,1n,in,1
57,any,any,0
57,company,company,0
57,there,there,0
57,are,are,0
57,always,always,0
57,1nd1v1duals,individuals,1
57,from,from,0
57,an,an,0
57,envlronmental.,"environmental,",1
57,safety,safety,0
57,or,or,0
57,health,health,0
57,Vlew.,view.,1
57,There,There,0
57,must,must,0
57,be,be,0
57,a,a,0
57,way,way,0
57,for,for,0
57,these,these,0
57,people,people,0
57,to,to,0
57,report,report,0
57,thelr,their,1
57,concerns,concerns,0
57,so,so,0
57,trlevable,trievable,1
57,damage,damage,0
57,15,is,1
57,done,done,0
57,77,--,1
57,both,both,0
57,to,to,0
57,the,the,0
57,company,company,0
57,and,and,0
57,to,to,0
57,I'm,I'm,0
57,not,not,0
57,advocatlng,advocating,1
57,daigoodlsm.,do-goodism.,1
57,slonal,sional,1
57,flnance,finance,1
57,offlcers,officers,1
57,an,an,0
57,opportunlty,opportunity,1
57,to,to,0
57,report,report,0
57,problem,problem,0
57,tuted,tuted,0
57,an,an,0
57,audltlng,auditing,1
57,procedure,procedure,0
57,1n,in,1
57,the,the,0
57,health,health,0
57,and,and,0
57,safety,safety,0
57,area.,area.,0
57,So.,So.,0
57,thls,this,1
57,15,is,1
57,a,a,0
57,practlcal,practical,1
57,suggestlon.,suggestion.,1
57,do,do,0
57,two,two,0
57,thlngs,things,1
57,to,to,0
57,help,help,0
